Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,Italy,Onshore wind (< 1 MW),0.014,0.17260273972602744,201.9345151321948,301.7368548520922,387.38570380892145,4.6136169662121,2.5129087340098653,1.5513164348428645,591.7455181253214,798.2936502237283,895.9952817114237,980.6825383690858,Italy
,,Onshore wind (< 1 MW),0.19,0.17890410958904115,104.51290642483352,156.16644660986205,200.49472863019838,2.3878162579294213,1.3005770469688667,0.8028968662633025,27.554814513354042,134.45553719611698,185.02183817018496,228.85244000981572,
,,Onshore wind (< 1 MW),0.02,0.3213913272278058,112.97914172424163,168.81695962398868,216.7361250944241,2.581245136552389,1.4059323727492958,0.867936812270654,41.872888370381894,157.4332752311759,212.09578036711991,259.47695027707664,
,,Onshore wind (< 1 MW),0.059,0.20150684931506857,132.57054060777727,198.09103927996492,254.31973401898756,3.0288516798010137,1.649731197005163,1.0184433220156313,41.45687715323455,177.05626944081286,241.19764763020464,296.7950544942377,
,,Onshore wind (< 1 MW),0.06,0.334293898758849,90.52269396265737,135.2618345167481,173.65628401091897,2.0681805506103745,1.1264803747687653,0.6954202097575563,39.28073129002008,131.87160580328782,175.66904618153694,213.63243551069655,
,,Onshore wind (< 1 MW),0.1,0.30790227517262414,70.75722247415362,105.72765014165229,135.73873891627926,1.6165969540922391,0.8805153603047016,0.5435764264277924,29.28586871538756,101.65968814363343,135.89403421734457,165.5681840580946,
,,Onshore wind (< 1 MW),0.5,0.334293898758849,52.13690077042901,77.90458431490171,100.01801814883741,1.1911767030153348,0.6488007918034646,0.4005299984204788,20.380493530406966,73.70857100385132,98.93387863711214,120.79904167766486,
,,Onshore wind (< 1 MW),0.8,0.3166994830346991,36.89516295323705,55.12990397643162,70.77868118992937,0.8429472775408472,0.45912991727645974,0.2834387802307749,19.68774766626365,57.42585789704154,75.27678155997172,90.7498676364238,
,,Onshore wind (< 1 MW),0.832,0.29534246575342477,50.35529230035585,75.24244933522374,96.60022872022279,1.150472125794864,0.6266301416691772,0.3868431925850798,12.91079865155857,64.41656307770928,88.77987812845149,109.89787056436643,
,,Onshore wind (< 1 MW),0.9,0.4809140297934319,37.16929919873035,55.53952691019286,71.30457673745593,0.8492104942694663,0.46254131708177654,0.2855447701985695,15.366046959035046,53.38455665203486,71.36811518630968,86.95616846668955,
,,Onshore wind (< 1 MW),0.9,0.4339955878623654,42.07910834759739,62.87591697473104,80.72342161128151,0.9613853682638769,0.5236398483775911,0.32326327324691195,15.608304456136953,58.64879817199822,79.00786127924559,96.65498934066537,
,,Onshore wind (>= 1 MW),1,0.38825010697957557,51.023262106155244,76.24055066627223,97.881643901641,1.1657332951246147,0.6349424757837755,0.3919747201846934,14.560606129007072,66.74960153028694,91.43609927106307,112.83422475083276,
,,Onshore wind (>= 1 MW),10,0.37182865230370227,25.194705005583888,37.646714541763416,48.332839606230365,0.5756258081803203,0.313527354240988,0.19355264710737247,14.90555028360655,40.675881097370755,52.86579217961095,63.431942536944284,
,,Onshore wind (>= 1 MW),20,0.2986301369863015,32.90895605841673,49.1735892253579,63.1316498616443,0.7518740315990363,0.40952485538296995,0.25281564349473695,9.938870730467743,43.599700820483505,59.52198481120862,73.32333623560677,
,Japan,Onshore wind (>= 1 MW),20,0.2,74.79507673200911,111.76113799447847,143.4848491467825,1.708850192222127,0.9307631310960468,0.5745963323988483,27.477167040399703,103.98109396463094,140.16906816597424,171.53661251958104,Japan
,Korea,Onshore wind (>= 1 MW),14.85,0.23,56.48441845090157,84.40078091834464,108.35817830109796,1.290504850649753,0.7029020688603854,0.4339288238965091,28.224618937715164,85.99954223926649,113.32830192492018,137.0167260627096,Korea
,Netherlands,Onshore wind (>= 1 MW),50,0.4817351598173516,17.014922208143748,25.42422779621086,32.64096586232843,0.8498204292865179,0.509704181351784,0.3389168648245505,15.234712413909165,33.09945505133943,41.168644391471815,48.21459514106215,Netherlands
,Norway,Onshore wind (>= 1 MW),130,0.44,13.88525209113578,20.747777030910232,26.63709148665173,0.31723766779472495,0.17279052682450954,0.10667032209334752,9.837073470642487,24.03956322957299,30.75764102837723,36.58083527938756,Norway
,"Russian 
Federation",Onshore wind (>= 1 MW),60,0.27,38.806702524683004,57.98618606290819,74.44572692383193,0.8866204029232786,0.48291745296023036,0.2981237524906945,13.823320854188903,53.51664378179518,72.29242437005732,88.56717153051153,"Russian 
Federation"
,,Onshore wind (>= 1 MW),280,0.27,35.73970182395726,53.4033778953182,68.56207585875616,0.8165483478365615,0.4447511551234158,0.2745622103264156,13.504552088971753,50.06080226076557,67.35268113941338,82.34119015805433,
,Sweden,Onshore wind (>= 1 MW),5,0.42,17.134581364565086,25.603026242277352,32.87051674666892,0.39147540102665535,0.21322575358863702,0.13163256245521457,27.148701701869484,44.67475846746123,52.964953697735474,60.15085101099362,Sweden
,United States,Onshore wind (>= 1 MW),100,0.5334580833333334,17.572616841796755,26.25755252336901,33.71083214064493,0.2386371686145525,0.12997902289301694,0.08024111328428472,8.714373666179533,26.52562767659084,35.101905212441565,42.50544692010875,United States
,,Onshore wind (>= 1 MW),100,0.4855256666666667,18.071419908065966,27.00287963254656,34.66772243135255,0.2277870141682097,0.12406924579768153,0.07659277770799727,9.574680377509617,27.873887299743792,36.70162925585386,44.31899558657016,
,,Onshore wind (>= 1 MW),100,0.4685614166666667,18.51219937406146,27.66150606728851,35.51330181904366,0.22476315638209832,0.12242223463555593,0.07557601356945336,9.921331351782472,28.658293882226033,37.705259653706534,45.510209184395585,
,,Onshore wind (>= 1 MW)*,100,0.4530821666666667,19.08764009091444,28.521347545816287,36.61721170266347,0.22452784477424592,0.12229406695303782,0.07549689066713094,10.260287019486034,29.57245495517472,38.90392863225536,46.95299561281663,
,,Onshore wind (>= 1 MW),100,0.4347291666666666,20.230104108805964,30.228452937455746,38.80888372741637,0.2348073295808414,0.1278930161811146,0.07895334009476551,10.693446471639875,31.15835791002668,41.049792425276735,49.581283539151,
,,Onshore wind (>= 1 MW),100,0.4091638333333334,24.400198567184177,36.45953822509698,46.808679976467694,0.30855280103525434,0.16806012165793072,0.1037500587431265,11.361593314684315,36.070344682903745,47.98919166143922,58.27402334989513,
,,Onshore wind (>= 1 MW),100,0.37112833333333334,28.524382525078423,42.622022610056185,54.72040276501841,0.36919596977644653,0.20109076757063035,0.12414116295011486,12.525998841579352,41.419577336434216,55.34911221920617,67.37054276954788,
,,Onshore wind (>= 1 MW),100,0.32858208333333333,39.254841893974124,58.65580989485575,75.3054253506396,0.568659364584012,0.30973292633629707,0.19121019897556932,14.147920136882925,53.97142139544106,73.11346295807496,89.64455568649808,
,,Onshore wind (>= 1 MW),100,0.28191525,50.70031306646606,75.75799013198454,97.2621072119745,0.7652008101945723,0.41678358071153426,0.25729673735453806,16.489895716569457,67.95540959323009,92.66466942926553,114.00929966589848,
,,Onshore wind (>= 1 MW),100,0.17828866666666668,85.65500267879251,127.98837828058754,164.31823690842086,1.3184994921914168,0.7181499708320309,0.4433419476623459,26.074305003929627,113.04780717491356,154.7808332553492,190.8358838600128,
,Non-OECD countries,,,,,,,,,,,,,,
,Brazil,Onshore wind (>= 1 MW),30,0.47,18.3237453125309,27.379912126930638,35.151776652264374,0.4186443422170767,0.22802391956366466,0.1407680466739195,5.982639063458694,24.725028718206673,33.590575109952994,41.27518376239699,Brazil
,China,Onshore wind (>= 1 MW),50,0.2562,30.0302941175382,44.872202710751985,57.60930277172183,0.5925664600913956,0.3227544557665213,0.19924889625832448,13.179999999999996,43.80286057762959,58.374957166518506,70.98855166798016,China
,India,Onshore wind (>= 1 MW),65,0.2692,21.362516844645516,31.920539389754378,40.98127364495084,0.34341163551588433,0.18704675844752494,0.11547124912917343,3.719886608732267,25.425815088893668,35.82747275693417,44.81663150281228,India
,* Indicated as reference datasets by the providing country.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Table 3.15.b:  Levelised cost of electricity for wind generators - Offshore,,,,,,,,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity 
factor (%)",Investment (USD/MWh),,,Decommissioning (USD/MWh),,,"O&M
 (USD/MWh)",LCOE (USD/MWh),,,Country
,,,,,0.03,0.07,0.1,0.03,0.07,0.1,,0.03,0.07,0.1,
,Australia,Offshore wind,100,0.51,44.66156938656358,66.73471085732022,85.67754491449263,1.0203870998705633,0.5557764491751815,0.34310244858287187,18.071777010713497,63.753733497147635,85.36226431720891,104.09242437378899,Australia
,Belgium,Offshore wind,12,0.39,39.683066849282255,59.29567698790456,76.12692050510584,0.906642781534024,0.4938230852342297,0.3048562240484704,35.41135004591672,76.00105967673301,95.2008501190555,111.84312677507103,Belgium
,,Offshore wind,50,0.39,39.683066849282255,59.29567698790456,76.12692050510584,0.906642781534024,0.4938230852342297,0.3048562240484704,27.64028415557641,68.2299937863927,87.42978422871519,104.07206088473072,
,Denmark,Offshore wind,11.25,0.5179794520547946,25.461074914993077,38.04473277376179,48.843836424988396,0.5817115866938851,0.3168421083898444,0.19559897394725698,13.575256421345632,39.6180429230326,51.93683130349726,62.61469182028128,Denmark
,,Offshore wind,11.5,0.5188356164383562,21.74168144885299,32.48709897502343,41.70865275081686,0.49673425239237273,0.2705573198772714,0.16702557128801854,12.327796556763595,34.56621225800895,45.08545285166429,54.20347487886848,
,France,Offshore wind,500,0.45,44.70958865019133,66.80646273970581,85.76966376908588,1.0214842005283336,0.5563740093638989,0.3434713457612765,22.457730876405837,68.18880372712549,89.82056762547553,108.57086599125299,France
,Japan,Offshore wind,100,0.3,88.2616350046205,131.88328965438723,169.31872975359363,2.0165219227449214,1.0983433581718622,0.6780501335253923,67.19686384143053,157.47502076879596,200.1784968539896,237.1936437285496,Japan
,Korea,Offshore wind,99,0.3,76.91625389501094,114.93066711301104,147.5540579576435,1.7573129274863803,0.9571594339559122,0.5908917982434263,45.0960972704937,123.76966409299104,160.98392381746066,193.24104702638067,Korea
,United States,Offshore wind,600,0.4713419141378313,27.151547188656906,40.57068920441987,52.08679264311698,0.5250028272959639,0.2859544257257807,0.17653080441826965,20.439619372549103,48.11616938850198,61.29626300269476,72.70294282008436,United States
,,Offshore wind,600,0.45932558297053216,27.947194615740223,41.75957042198744,53.613141114663094,0.5341654471368715,0.2909450496967891,0.179611710971526,21.425259759397626,49.90661982227473,63.475775231081855,75.21801258503226,
,,Offshore wind*,600,0.46275896920583165,29.182697888205812,43.60569797155065,55.983297125135024,0.5566940106340001,0.30321573111469413,0.18718688053207805,21.64641013341988,51.38580203225969,65.55532383608522,77.816894139087,
,,Offshore wind,600,0.46065386335017244,30.611538787614744,45.74071663732676,58.72434680198766,0.5823331169971282,0.3171806386447204,0.19580796185874494,21.947876783352285,53.14174868796415,68.00577405932377,80.86803154719868,
,,Offshore wind,600,0.453230596132107,31.661948114354463,47.310271036436106,60.73942360082091,0.5978054062243745,0.3256079638906209,0.20101047796241198,22.922614341735503,55.18236786231434,70.55849334206223,83.86304842051882,
,,Offshore wind,600,0.38912011289365545,37.219900863131876,55.6151374964109,71.40164959974128,0.6964002142260537,0.3793098112632827,0.23416271993727159,26.322316303923856,64.23861738128178,82.31676361159805,97.95812862360239,
,,Offshore wind,600,0.30060685333007037,52.58023816089126,78.56703288021428,100.86850458953627,0.9920390336412664,0.5403360466143298,0.3335704867057617,32.56137413709066,86.13365133162318,111.66874306391927,133.76344921333268,
,,Offshore wind,600,0.5260208397400966,30.039932573484446,44.88660479244142,57.627792924521714,0.5610401118120024,0.30558293144560045,0.18864824549460127,14.106588889528862,44.70756157482531,59.29877661341588,71.9230300595452,
,,Offshore wind,600,0.5131629868933993,30.909420244800494,46.185820407482886,59.295794520412585,0.5719287615503911,0.3115136758549346,0.19230952501045984,14.62349687123185,46.10484587758273,61.12083095456967,74.1116009166549,
,,Offshore wind,600,0.5040690680670465,32.33274235501732,48.312592726207676,62.02625710157255,0.5960825405859366,0.3246695669361136,0.20043116897349744,15.490463488631283,48.41928838423455,64.12772578177507,77.71715175917733,
,,Offshore wind,600,0.49724794278063017,33.9738731119478,50.76482152262254,65.17455789056741,0.6255967923807063,0.34074515831181823,0.210355257645494,16.991730574525242,51.59120047885375,68.09729725545961,82.37664372273815,
,,Offshore wind,600,0.46850489884365093,36.444135615531934,54.45596485194679,69.91344256274576,0.6664013627924369,0.36297027195391235,0.22407568592551919,19.18464971789949,56.295186696223865,74.00358484180019,89.32216796657075,
,,Offshore wind,600,0.3736091139574181,45.75035845461004,68.36161346371524,87.76624836941473,0.8287787249184194,0.4514127010675881,0.27867464209315346,24.659344483500863,71.23848166302932,93.47237064828369,112.70426749500872,
,,Offshore wind,600,0.3070810092588786,61.14689548266351,91.36759961431146,117.30254794122433,1.1238893116239441,0.6121512227658794,0.3779047920178609,27.084139728715538,89.35492452300298,119.06389056579287,144.76459246195773,
,Non-OECD countries,,,,,,,,,,,,,,
,China,Offshore wind,50,0.3541,41.9316271351386,62.655545944211795,80.44049764828526,0.8818787795763937,0.48033482271393246,0.296529394250787,18.680000000000003,61.49350591471499,81.81588076692573,99.41702704253603,China
,* Indicated as reference datasets by the providing country,,,,,,,,,,,,,,
