Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,Run of river (< 5 MW),4.3,0.623501853748,6544.070310350566,7052.131464634489,7785.625316587841,8380.444938764216
,,Run of river (>= 5 MW)**,94,0.664551728303,5891.150244846062,6348.520727055348,7008.83186073823,7544.304677599802
,Non-OECD countries,,,,,,,
,Brazil,Run of river (>= 5 MW),247.5,0.5,2326.3292576957024,2506.938186368113,2767.68541664162,2979.1358174620045
,India,Reservoir (>= 5 MW),175,0.6,2448.9077432854606,2639.0332822517125,2913.5197545103847,3136.1118584341316
,"* These are projects for powering non-powered dams (NPD). They are thus brownfield projects, for which part of the investment costs have already been amortised.",,,,,,,
,** Indicated as reference datasets by the providing country,,,,,,,
,,,,,,,,
,Table 3.7.b: Other renewable generating technologies - Biomass,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity 
factor (%)",Overnight costs (USD/kWe),Investment costs (USD/kWe),,
,,,,,,0.03,0.07,0.1
,Italy,Biomass,0.45,0.8944613057903069,4605.185959611911,4888.310118153425,5287.574069243441,5603.960836960988
,,Biomass,0.415,0.8858862002065363,6545.460789738866,6947.8719181089045,7515.355307386882,7965.043376587443
,Non-OECD countries,,,,,,,
,Brazil,Biomass,25,0.3,1094.7431800920954,1162.0473550811018,1256.9602405423557,1332.171591238681
,India,Biomass,30,0.85,833.3596499538581,884.5941172967405,956.8453726070929,1014.0990792559654
,,,,,,,,
,Table 3.7.c: Other renewable generating technologies - Geothermal,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity 
factor (%)",Overnight costs (USD/kWe),Investment costs (USD/kWe),,
,,,,,,0.03,0.07,0.1
,Italy,Geothermal,39.6,0.7578767123287671,3850.8898872266523,4149.860935571005,4581.488947324255,4931.513436538564
,,Geothermal,15,0.856,7132.128539552459,7685.844695776371,8485.251209919175,9133.522056963708
,,Geothermal,10,0.856,9799.428643775329,10560.225638912249,11658.597190864557,12549.310793714361
,,Geothermal,5,0.856,10959.124341263534,11809.956483753935,13038.312834753853,14034.436331432038
,United States,Geothermal,30,0.9,4119.75,4439.594506720935,4901.357775340667,5275.820154601053
,,Geothermal,25,0.8,5537.824999999997,5967.764415117871,6588.472995260857,7091.830510990609
