Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,Solar PV (residential),0.005,0.17159999999999995,0.005,1368.2945657742223,1388.6673177147527,1415.3749044116107,1435.0794474871398
,,Solar PV (utility scale),0.8333333333333334,0.19620000000000007,0.005,827.2091370726146,839.5255833803471,855.6717848616776,867.5842622489539
,,Solar PV (utility scale),0.8333333333333334,0.26526704091006875,0.005,836.2004097759207,848.6507285501499,864.9724296652911,877.0143886164922
,Japan,Solar PV (residential),0.004,0.12,0.005,2332.740158059303,2367.472691367995,2413.0051823761423,2446.598518254435
,,Solar PV (utility scale),2,0.14,0.005,2006.1222811420357,2035.9917497625968,2075.149023414256,2104.0387989730557
,Korea,Solar PV (commercial),0.099,0.15,0.005,1240.0948995594556,1258.5588666052843,1282.764138533391,1300.6225032286325
,,Solar PV (utility scale),2.9699999999999998,0.15,0.005,1225.7908781062285,1244.041870337929,1267.9679436909396,1285.6203189640723
,Netherlands,Solar PV (floating),8,0.14125000000000001,0.005,860.1269378861313,872.9335024821157,889.7222227902306,902.1087430044728
,,Solar PV (commercial),0.2,0.1375,0.005,845.8886242218356,858.4831923372449,874.9939966131559,887.1754736503376
,,Solar PV (utility scale),8,0.14125000000000001,0.005,807.3787810469012,819.3999700801332,835.1591050875962,846.7860093868214
,Norway,Solar PV (commercial),0.3,0.10273972602739725,0.005,983.7073470642483,998.3539197139595,1017.5547920357676,1031.7209696109699
,United States,Solar PV (residential),0.005,0.13501852162995895,0.005,1884.4466225576816,1912.5044432542177,1949.286743503348,1976.4242916428543
,,Solar PV (residential),0.005,0.15588898253792915,0.005,1884.4466225576816,1912.5044432542177,1949.286743503348,1976.4242916428543
,,Solar PV (residential)***,0.005,0.16683141505574553,0.005,1884.4466225576816,1912.5044432542177,1949.286743503348,1976.4242916428543
,,Solar PV (residential),0.005,0.1899649345788744,0.005,2596.5669686902143,2635.227660673719,2685.9097573253657,2723.302411628646
,,Solar PV (residential),0.005,0.20750952376814,0.005,2596.5669686902143,2635.227660673719,2685.9097573253657,2723.302411628646
,,Solar PV (commercial),0.3,0.13030126408663864,0.005,1356.6700619539317,1376.8697348377395,1403.3504241607764,1422.8875650248315
,,Solar PV (commercial),0.3,0.15104592389109928,0.005,1356.6700619539317,1376.8697348377395,1403.3504241607764,1422.8875650248315
,,Solar PV (commercial)***,0.3,0.161111079204455,0.005,1356.6700619539317,1376.8697348377395,1403.3504241607764,1422.8875650248315
,,Solar PV (commercial),0.3,0.18827188160509736,0.005,1356.6700619539317,1376.8697348377395,1403.3504241607764,1422.8875650248315
,,Solar PV (commercial),0.3,0.20376223634899304,0.005,1356.6700619539317,1376.8697348377395,1403.3504241607764,1422.8875650248315
,,Solar PV (utility scale),100,0.22883088752821582,0.005,1071.6805627544022,1087.6369823811438,1108.5549939387688,1123.9880566287845
,,Solar PV (utility scale),100,0.2636868532262096,0.005,1071.6805627544022,1087.6369823811438,1108.5549939387688,1123.9880566287845
,,Solar PV (utility scale)***,100,0.284224147725425,0.005,1071.6805627544022,1087.6369823811438,1108.5549939387688,1123.9880566287845
,,Solar PV (utility scale),100,0.33040812590486346,0.005,1071.6805627544022,1087.6369823811438,1108.5549939387688,1123.9880566287845
,,Solar PV (utility scale),100,0.36358420433820665,0.005,1071.6805627544022,1087.6369823811438,1108.5549939387688,1123.9880566287845
,,Solar thermal (CSP),100,0.504,0,6474.8,6571.204310565911,6697.585198621963,6790.827530132098
,,Solar thermal (CSP),100,0.612,0,6474.8,6571.204310565911,6697.585198621963,6790.827530132098
,,Solar thermal (CSP)***,100,0.638,0,6474.8,6571.204310565911,6697.585198621963,6790.827530132098
,Non-OECD countries,,,,,,,,
,Brazil,Solar PV (utility scale),25,0.3125,0.005,1197.3753532257292,1215.203262260192,1238.5746962005603,1255.8178650440054
,China,Solar PV (utility scale),20,0.1761,0.005,730.42,741.2953376974658,755.5523229717448,766.070958880442
,India,Solar PV (utility scale),35,0.2031,0.005,628.6748236494018,638.0352614921253,650.3062941898601,659.3597176653022
,* All values represent AC capacity.,,,,,,,,
,** A generic sizing factor of 1.2 was used to convert peak DC capacity into peak AC capacity.,,,,,,,,
,*** Indicated as reference datasets by the providing country. ,,,,,,,,
